(3.111111, 3.187500, 16, 0) 
(3.190476, 3.250000, 9, 11) 
(3.619048, 3.650000, 9, 11) 
(2.136364, 2.473684, 9, 10) 
(2.200000, 2.200000, 10, 10) 
(3.523810, 3.526316, 10, 9) 
(3.454545, 3.444444, 10, 8) 
(3.571429, 3.473684, 10, 9) 
(2.761905, 2.947368, 10, 9) 
(2.560000, 3.294118, 8, 9) 
(3.380952, 3.578947, 10, 9) 
(2.076923, 3.125000, 8, 8) 
(4.000000, 4.000000, 10, 10) 
(2.818182, 3.100000, 8, 12) 
(3.173913, 3.352941, 10, 7) 
(2.666667, 2.650000, 9, 11) 
(3.681818, 3.833333, 10, 8) 
(2.636364, 2.833333, 10, 8) 
(2.380952, 2.400000, 9, 11) 
(2.952381, 3.105263, 10, 9) 
(2.000000, 2.000000, 10, 10) 
(3.333333, 3.473684, 10, 9) 
(3.318182, 3.444444, 10, 8) 
(2.708333, 3.812500, 10, 6) 
(3.608696, 3.470588, 10, 7) 
(2.714286, 2.700000, 9, 11) 
(3.000000, 2.777778, 10, 8) 
(2.200000, 2.388889, 7, 11) 
(3.095238, 2.947368, 10, 9) 
(3.333333, 3.300000, 9, 11) 
(1.846154, 2.823529, 7, 10) 
(3.363636, 3.368421, 9, 10) 
(2.076923, 3.125000, 8, 8) 
(3.300000, 3.300000, 10, 10) 
(3.090909, 3.052632, 9, 10) 
(2.083333, 2.687500, 10, 6) 
(2.950000, 2.950000, 10, 10) 
(3.619048, 3.631579, 10, 9) 
(2.900000, 2.900000, 10, 10) 
(3.142857, 3.250000, 9, 11) 
(2.318182, 2.277778, 10, 8) 
(2.750000, 3.105263, 7, 12) 
(2.952381, 3.052632, 10, 9) 
(3.952381, 4.000000, 10, 9) 
(3.523810, 3.578947, 10, 9) 
(3.363636, 3.444444, 10, 8) 
(3.272727, 3.333333, 10, 8) 
(2.272727, 2.611111, 10, 8) 
(3.666667, 3.722222, 8, 10) 
(3.285714, 3.052632, 10, 9) 
(2.978787, 3.140164, 9.540000, 9.060000) 
