7	7	7	7	12	40	40	83	91	91	94	115	132	132	137	167	172	181	181	181	
7	7	7	7	12	40	40	83	91	91	94	115	132	132	137	167	172	181	181	181	
9	9	9	9	9	33	33	33	86	86	122	161	177	177	177	177	177	177	177	177	
13	13	13	13	22	55	75	85	85	145	149	149	154	160	160	160	160	167	167	167	
11	11	11	36	65	65	65	65	65	71	71	71	87	87	110	156	165	171	174	176	
9	9	9	9	9	9	16	70	123	134	142	171	171	171	171	178	195	195	195	199	
11	11	11	11	11	49	49	85	117	117	134	134	145	157	157	157	161	161	170	173	
11	18	18	18	18	18	18	58	83	83	112	121	129	131	137	143	143	149	161	161	
17	17	17	17	17	67	117	117	136	136	136	160	177	177	177	177	177	190	190	198	
12	12	12	12	71	71	71	111	111	119	119	121	141	141	165	165	165	172	172	174	
10	10	10	37	37	37	63	63	63	63	63	114	152	158	158	174	199	211	211	211	
17	17	17	17	17	17	97	102	121	121	134	145	148	167	167	167	187	187	187	187	
6	6	6	6	6	20	56	107	107	107	107	121	147	147	147	153	153	169	174	174	
6	6	6	6	6	28	39	45	45	97	150	179	179	187	187	187	191	191	191	195	
14	14	14	67	70	70	74	89	108	116	156	162	168	168	170	170	178	191	191	191	
7	7	7	7	7	7	7	24	61	61	61	80	80	80	98	116	123	123	123	123	
9	9	9	9	9	9	38	38	38	81	127	135	142	169	169	169	176	207	211	214	
6	6	6	38	62	87	108	108	121	121	126	126	132	140	140	140	145	168	171	186	
13	13	13	13	13	42	86	86	86	86	96	133	170	180	199	199	199	199	199	199	
9	9	9	9	39	68	92	92	92	92	92	111	147	147	163	163	172	172	180	180	
10	10	10	16	46	46	67	67	67	67	86	86	95	136	136	176	190	190	192	192	
14	14	14	44	57	57	83	98	98	98	101	113	113	139	159	183	183	183	183	186	
5	5	5	33	33	39	71	71	123	136	136	136	140	147	155	155	155	158	168	178	
11	11	11	11	11	65	129	149	149	149	149	155	164	164	164	164	164	179	179	179	
6	6	6	6	6	6	6	30	71	99	99	99	146	146	175	175	183	188	188	188	
5	5	5	5	9	42	42	90	90	90	90	90	90	90	105	112	112	143	143	143	
13	13	13	13	42	42	66	135	154	158	158	158	167	196	196	196	196	196	200	200	
9	9	9	9	39	39	55	97	97	129	162	167	167	171	209	211	218	221	221	233	
9	9	9	9	19	27	34	50	97	97	132	150	156	178	184	184	189	189	192	204	
9	9	9	48	48	48	50	66	122	126	131	155	165	171	171	171	190	196	196	199	
13	13	13	41	41	62	96	125	125	125	145	145	145	150	150	156	156	160	160	160	
8	8	15	45	45	60	85	85	85	104	104	104	104	148	150	181	181	181	191	191	
8	8	8	8	8	8	28	28	96	96	125	125	125	153	153	187	187	187	187	194	
12	12	12	33	51	51	51	81	111	111	118	140	140	140	143	153	153	185	185	185	
11	11	11	11	11	11	40	40	64	64	69	128	128	128	128	161	161	168	177	177	
14	14	14	14	43	43	43	43	119	119	149	172	172	176	183	183	187	189	189	189	
9	9	9	13	72	72	88	88	88	116	116	137	137	156	156	158	173	173	173	189	
0	0	7	7	7	7	7	7	60	60	90	90	90	105	122	151	151	151	157	162	
6	6	6	6	6	6	6	31	31	86	114	114	114	114	127	127	127	127	131	131	
14	14	43	56	83	83	111	111	111	114	134	145	179	181	181	181	181	192	198	198	
12	12	12	12	20	53	88	127	127	155	161	161	161	179	179	179	179	182	189	189	
5	5	5	5	5	20	52	52	71	108	108	113	113	136	136	136	136	136	157	203	
15	15	15	15	15	15	40	40	59	79	82	123	165	170	170	176	176	176	182	208	
7	7	13	43	96	96	96	110	110	110	110	140	140	140	146	146	148	153	163	163	
7	7	7	7	7	7	7	7	50	136	136	182	186	186	186	186	186	189	189	198	
14	14	14	24	32	92	102	128	128	163	171	171	171	171	171	171	171	171	171	171	
10	10	10	10	10	10	10	25	55	78	78	103	108	108	122	133	158	158	171	171	
12	12	12	12	83	83	83	83	83	83	109	109	112	112	122	128	133	133	167	167	
10	10	10	10	34	56	56	96	125	142	142	180	185	185	188	188	188	202	202	222	
5	5	5	27	27	57	69	69	73	91	95	106	124	124	131	151	151	151	185	197	
