(3.055556, 3.125000, 16, 0) 
(3.142857, 3.200000, 9, 11) 
(4.142857, 4.100000, 9, 11) 
(2.227273, 2.578947, 9, 10) 
(2.809524, 2.789474, 10, 9) 
(3.400000, 3.400000, 10, 10) 
(3.428571, 3.421053, 10, 9) 
(3.571429, 3.526316, 10, 9) 
(2.714286, 2.947368, 10, 9) 
(2.583333, 3.111111, 8, 10) 
(3.227273, 3.277778, 10, 8) 
(2.120000, 3.058824, 8, 9) 
(4.100000, 4.100000, 10, 10) 
(2.913043, 3.210526, 8, 11) 
(3.333333, 3.315789, 10, 9) 
(2.952381, 2.850000, 9, 11) 
(4.047619, 4.105263, 10, 9) 
(2.850000, 2.850000, 10, 10) 
(2.952381, 3.050000, 9, 11) 
(3.476190, 3.526316, 10, 9) 
(2.095238, 2.105263, 10, 9) 
(3.333333, 3.473684, 10, 9) 
(3.100000, 3.100000, 10, 10) 
(2.875000, 3.812500, 10, 6) 
(3.904762, 3.789474, 10, 9) 
(2.714286, 2.700000, 9, 11) 
(3.285714, 3.578947, 10, 9) 
(2.250000, 2.421053, 7, 12) 
(3.047619, 3.157895, 10, 9) 
(3.238095, 3.300000, 9, 11) 
(1.923077, 2.941176, 7, 10) 
(3.285714, 3.200000, 9, 11) 
(2.076923, 3.125000, 8, 8) 
(3.047619, 3.000000, 10, 9) 
(3.142857, 3.050000, 9, 11) 
(2.000000, 2.529412, 10, 7) 
(2.750000, 2.750000, 10, 10) 
(3.571429, 3.684211, 10, 9) 
(2.900000, 2.900000, 10, 10) 
(3.142857, 3.250000, 9, 11) 
(2.800000, 2.800000, 10, 10) 
(2.782609, 2.950000, 7, 13) 
(3.047619, 3.157895, 10, 9) 
(3.800000, 3.800000, 10, 10) 
(3.950000, 3.950000, 10, 10) 
(3.333333, 3.473684, 10, 9) 
(3.571429, 3.684211, 10, 9) 
(2.318182, 2.777778, 10, 8) 
(3.727273, 3.700000, 8, 12) 
(3.000000, 3.000000, 10, 9) 
(3.061257, 3.214119, 9.540000, 9.500000) 
