(1.428571, 1.666667, 0, 6) 
(1.428571, 1.666667, 0, 6) 
(2.076923, 2.000000, 0, 7) 
(1.400000, 2.200000, 0, 5) 
(1.800000, 3.400000, 0, 5) 
(1.769231, 1.714286, 0, 7) 
(1.285714, 1.666667, 0, 6) 
(1.153846, 1.571429, 0, 7) 
(1.357143, 2.500000, 0, 6) 
(1.428571, 1.333333, 0, 6) 
(1.357143, 2.500000, 0, 6) 
(1.230769, 1.428571, 0, 7) 
(1.916667, 2.000000, 0, 8) 
(1.266667, 1.600000, 0, 5) 
(2.500000, 2.625000, 0, 8) 
(1.812500, 2.500000, 0, 4) 
(1.133333, 1.600000, 0, 5) 
(2.250000, 2.250000, 0, 8) 
(1.941176, 4.000000, 0, 3) 
(1.076923, 1.571429, 0, 7) 
(1.583333, 1.125000, 0, 8) 
(2.200000, 2.000000, 0, 5) 
(1.562500, 1.000000, 0, 4) 
(1.857143, 2.000000, 0, 6) 
(2.230769, 2.285714, 0, 7) 
(0.882353, 2.000000, 0, 3) 
(1.416667, 1.500000, 0, 8) 
(1.125000, 1.500000, 0, 4) 
(0.933333, 1.200000, 0, 5) 
(1.214286, 1.500000, 0, 6) 
(1.500000, 1.250000, 0, 4) 
(2.000000, 1.428571, 0, 7) 
(0.687500, 1.000000, 0, 4) 
(1.562500, 1.250000, 0, 4) 
(1.750000, 2.250000, 0, 8) 
(2.000000, 1.857143, 0, 7) 
(2.083333, 2.250000, 0, 8) 
(2.538462, 2.142857, 0, 7) 
(1.562500, 2.500000, 0, 4) 
(2.071429, 2.333333, 0, 6) 
(1.769231, 2.571429, 0, 7) 
(1.428571, 2.166667, 0, 6) 
(1.642857, 2.166667, 0, 6) 
(3.076923, 2.857143, 0, 7) 
(1.928571, 1.833333, 0, 6) 
(2.333333, 2.500000, 0, 8) 
(1.666667, 2.000000, 0, 8) 
(1.714286, 2.666667, 0, 6) 
(2.800000, 2.600000, 0, 5) 
(1.923077, 2.000000, 0, 7) 
(1.693167, 1.990571, 0.000000, 6.060000) 
